id,summary
364,He is a really interesting professor. Classes are spent reading the pieces so you really don't have to read out of class and there is no participation necessary. He doesn't use BB which is annoying cause you don't know how you're doing. He is a really nice guy though and you only write 3 papers. That's your grade right there.
366,He is a very nice guy but is not a good teacher. He is super knowledgeable and there is little work required for this class.The exams are impossible and even though they are a scan tron it takes him about two months to get them back and you just get to see your grade.Also it is nearly impossible to get an A.If you want a good grade do not take him.
368,"Professor Blumreich is one of the toughest English professors I have had at GVSU. That being said, I thoroughly enjoyed taking her Literary Responses to Death and Dying class. We read a TON, but everything was interesting and made for a great in-class discussion every week. I would recommend her if you are looking for a challenging and helpful prof"
369,Prof Tyson is the best prof ive ever taken at GV. Her class is enjoyable and she makes it interesting. She accepts everyones opinions and will never tell a student that their ideas are wrong. The readings she assigns are great reads and the quizzes are over context and she gives alt quests! TAKE HER! GV is lucky to have her as a professor.
370,"Class is challenging and although he's a nice guy, teaches as if you already are an expert in the subject. Moves quickly and not the best lecturer, but study hard and you can do well. Textbook not needed"
371,"Professor Carlson is very smart, but he jumps around in lectures which makes it very hard to understand what he is talking about. He does not use prepared notes, so you are expected to take notes based on what you understand about the topics. I would not recommend him if you struggle with science classes."
375,"She is not the easiest grader and does appear to favor some students over another.  However, you can revise your papers and they aren't long papers, so its easy to revise till you get an A.  If you don't mind revising, then getting a good grade isn't that hard.  Otherwise, find a more flexible, fair-minded teacher for a better grade."
379,"Madame Kugler is one of the nicest professors I have ever had. She makes an effort to remember everyone's name and greet everyone at the beginning of class, and she really cares about each student's success. I will warn you that you have to be present and participate to pass, but it is not a hard class, even if you're bad at languages like I am."
381,"Literally the worst professor Ive had in my life. Extremely vague grading system where even if you do everything asked you STILL get bad grades for not doing it precisely as she wanted, barely any assignments so that if you do bad on a single one it brings your grade down a lot, and completely inflexible. No extensions allowed. Avoid at all costs."
387,"One of the best professors I've had in my college career. Really cares about the students, and their success. Tells fun and interesting stories about her experiences in Russia. I feel like I learned a lot this semester and didn't need to kill myself doing it."
388,Pemberton was one of my favorite professors at UD. She is so helpful and sweet and always willing to lend a helping hand. She's really patient and her class was pretty easy. Basically if she likes you you'll get a good grade!
389,"Prof. Blacker is super laid back in class and he doesn't really take attendance. Going definitely helps because he'll mention specific terms that are on the tests and taking/adding to your own notes in class is helpful. Other than the 3 exams, there's a short sitting ""presentation"" but that's the extent of the participation and grading."
391,"Professor Poole is absolutely amazing. Although she is a very difficult professor, she is always accessible to her students. If you are having trouble in class, go to office hours, as she is incredibly helpful and kind."
393,"Prof. Celli is one of the nicest professors I have had. She truly wants us to learn French and that comes through in her classes. She really encourages participation, which seems scary at first, but she appreciates the effort even if you make mistakes.  If you do the homework exercises, the tests are easy. Definitely would recommend!"
395,"Dee is the most incredible professor at Rhodes. If you have the chance to take her class, you will learn SO much. Her lectures feel more like a conversation - you can ask questions at any point, & she never fails to make you laugh! She is very accessible outside of class and gives great advice, not only for her classes but also for life. "
398,I liked his class. Sure he can be a little boring at times but that doesnt mean the stuff he chooses to present isnt interesting. I mean you cant teach at Rhodes that long and not be able to just rock the material
399,"Dr. Krumpe is amazing. He is very respected and a super caring professor. He will put in the work with you based on how much work you put in. He is super flexible and will stay late on campus to help you learn. I recommend taking him if you're an athlete; he understands your schedule. He is a challenging professor, but be ready for lots of notes. "
402,"Not very clear on what he is looking for - makes writing papers a bit confusing. Class can be boring at times, but overall, not too bad. It's easy."
403,"Professor Cotter is awesome! Take him if you have the chance, especially if you are a marketing major. He has real life experience to share that relates to everything he teaches which makes lectures interesting and helps you retain information. There are only 3 tests that make up your grade, but he teaches right from the test."
407,"Amazing teacher. Keeps even the most terrible information fun and interesting. Grading is straight forward and clear. Always willing to help you if you're struggling. Easy person to talk to and be around. Expects a lot, but it's never too much. All of her assignments can be done the day before easily, most are note packets."
411,"Professor Newton gets a bad rep, I was warned about how hard of a grader she is and how strict she is. That was not my experience at all, she comes off as strong and stern, but after a few lectures it's obvious that she has a good sense of humor and wants us to do well. She sets clear expectations and if you follow them it's fairly easy to do well."
412,Great Professor; Very Helpful; Challenging
413,By far my favorite professor at UD. Gives great feedback on assignments and genuinely cares about his students and what he's teaching. Class was discussion based on documentaries and readings and would go out of his way to help.
417,"Had to learn most course material on my own, taught very little. Did not grade any assignment until last minute after finals. Very stressful and unorganized."
418,"Not helpful one bit, very unclaer on things and due dates. Nice guy though, funny, easy class."
419,Good professor--native english speaker and very helpful.  Take her section!
422,"St. Pierre is hands down the best professor at UD. Makes class enjoyable with humor and does an outstanding job teaching the challenging material. If you come to class with book and study the homework/class notes, you should do great in this class."
423,"This is the hardest professor I've ever had. She packs WAY too much info into one class and her tests are nearly impossible. She doesn't give study sheets and you can't keep previous exams to study for the CUMULATIVE final. If you don't have to, don't take this professor"
424,"Prof. Haberkorn was great! He was one of those men who you could learn more from hearing stories about him and his beagle rather than lectures on his class. He was also rather old and walked as if he was a newborn deer on ice. Aside from all that, I learned a lot in his class. He also never made mistakes on grading tests or papers which was good!"
425,"VERY BORING! His lectures do not correspond with his tests. Puts questions on tests that weren't even covered in the chapters assigned. A lot of movies that will put you to sleep, only watches the beginning and expects you to know everything about the play. Relates everything to sex...(notice no pepper by his name) TRY TO GET A DIFFERENT PROFESSOR!"
426,he's definitely the best teacher i've had so far at bcc..i love the stories he tells plus he makes the class so much fun rather than a prof who does nothing but lecture with no enthusiasm..im definitely going to try and take another class of his because he is so awesome
431,"Easily one of the best professors I have ever had. She cares about her students and the field that she works in. She has great stories and hosts great lectures! I cannot rave enough about this professor. Definitely, if you get the chance, take a class with this professor."
432,Very passionate and engaging lecturer who does a great job of making some complex and weird ideas easy to understand. There are four tests and the clicker questions as your entire grade. Fairly easy class where paying attention is rewarded. 
433,"He was definately the most entertaining professor I've had so far in college. He is one of the sweetest men I have ever met and is always willing to help his students if they take the time to ask. It's easy to get him to go off on tangents, and if you ask, he'll show you his ice-skating videos. He's great....easy B, at least."
434,"Dr. Smith is probably the sweetest professor you will meet. It is obvious that she cares so much about her students. She was extremely helpful, especially if you go to her office hours. If you don't understand something, she will work with you as long as it takes until you understand. Only negative thing is, paper and exam were very difficult."
435,"Extremely disorganized and unclear. We never knew when things were due, there were no rubrics for grading and criteria was completely unknown, and we could never accomplish all of what she intended in class because she would get very long-winded. Avis is very opinionated and it intimidated people into not expressing their thoughts."
437,"Diann is a very tough grader. Her lectures are well explained, but if you do not study outside of class, you will not pass. I have never felt like such a mediocre student in my life, and I had to WORK for this B. She's very willing to help outside of class, so definitely reach out if you need. It will help you tons."
439,"This guy is terribly boring, not to mention not very friendly. He also talks about his steel drum band constantly. But he's pretty easy and cancels a lot."
441,Great advisor! Always willing to listen and to help.
445,"He is so caring and kind, but having him on a Monday 6-9 was not the best choice! He has a very monotone voice which makes this class hard to listen to because it is late at night. I wish this class was not a 6-9 because it would be so much more engaging. Your expectations are clear, his lectures are just confusing at times. It is an easy A!!"
446,"Funny guy. Willing to help. Tests are challenging so study, read, and take good notes. Angus cruise field trip wasn't the greatest but still entertaining. Can be a tough grader. Interesting class."
449,Avoid this Professor at all costs! He grades hard with extremely vague directions. Very exam heavy. Rarely responds to emails and when he does they are often very short and not helpful. He had zero idea how to use technology. Never posted a single grade the whole semester. He would also yell at students for not understanding the material.
450,Great guy.  Makes class fun and tries to entertain.  Doesn't scare anyone away from business careers.  Extra credits let students teach students.  Always willing to talk to you about anything.   He can relate to college students.  I would have him again.
451,"Excellent professor. Always available via email for help in this hybrid style course. Grades hard on homework, but is more lenient on exams. He is a great lecturer, provides useful tools and videos for reference and is very honest/funny during class. You wont regret you took this class because you learn the materials well. Beware of final project."
453,Professor Fitzgerald is very rude and quite frankly needs to retire. He emailed his students multiple times complaining about us because we had too many questions for him. He messed up our grades on multiple occasions and got upset when we brought it to our attention. Never recommending him to anyone. EVER.
456,"Professor Katz is a hard-working guy that also wants you to be a hard worker. His class isn't easy and he will really want you to participate and work hard. In the end, you'll become a much better writer. He's also nice to talk to and always has interesting things to say"
457,"One of the best teachers I've ever had. He's super organized, clear, and very good at explaining the purpose of learning what we learn in class and how it relates to the bigger picture"
458,"he has the ability to make the class outstanding, and interesting.  but he kills all discusion as soon as he opens his mouth.  he is borring, and slow and i felt like my time was wasted."
462,"Excellent professor, very personable and approachable.  Knows her stuff"
464,"Very nice guy, tries to be funny  and on occasion he's successful.   Good teacher, typical Keynesian though."
466,"Prange was very funny. However, her funnyness didnt mean that the work was easy. The work was hard to me. It required a whole lot understanding what she said. She wrote in script which coule be, at times, annoying because you cant read it. When you are writing notes she speeds up and you cant get a full grasp of the material that she gives."
468,She is an excellent teacher. She explains everything you need to know very thoroughly and she makes it very easy to understand.
470,"He is a great professor, gives excellent feedback, and cares for his students. The only thing is that he does not use canvas; his way of communication is by email. This course requires a coursebook, and there is lots of homework. Overall, he is a great professor."
471,"She is very compassionate with her subject of teaching. I really liked her positive and uplifting personality. And the fact that she is very understanding and makes it her goal to get students to become more ignited in their speeches, helping the audience feel a sense of connection is the best part of her class."
476,"Professor Garrison is very nice and helpful. Unfortunately, she has a lot of busy work that she only collects once in awhile and her lectures are exceedingly boring. However, the powerpoints are posted online."
477,"Do not take him. He is outdated, class does not make sense, so much pointless reading required. Harsh grader, syllabus and online assignments do not match. I didn't do a second part of an assignment because of this. You need to double check all deadline in the syllabus and online."
479,"Julian is an eccentric guy and a good instructor. Even though the texts are old. Some of the things we read for this class made no sense to me, but if you listen to the lectures and take notes, you'll do alright."
480,Criteria is pretty clear. she's not a bad teacher. This class exposes you to a broad array of Spanish genres and writing styles from different time periods which I appreciated.
482,Dennis is very interesting and I find him very entertaining. He grades pretty easily as long as he can tell you put effort into the assignment.
483,"She gives such a good overview of the material that you'll need for the next years. the material is challenging. That being said, the quality of lectures is very good, lots of study materials and it is defiantly possible to do well with effort.the material is challenging. That being said, the quality of lectures is very good, lots of study materials and it is defiantly possible to do well with effort."
485,He speaks quietly. This professor was impossible to please and learn from.
486,she does not stick to her syllabus at all. The books are mostly fiction and worthless.  Only two books are factual.
488,"Yagoda was the best journalism professor I had at UD.  If you want an easy ""A,"" don't take his class. He's a nice guy overall, but very nit-picky and a bit inept at CONSTRUCTIVE criticism."
489,She is super sweet and encouraging and it was great learning from someone who lived in France and knows the culture. She cares so much about her students and it really shows. She is very understanding and a fantastic woman.
490,"Chandra is one of the worst professors to take a fundamental class with. The assignments are not heavy, but he expects you to do more than he assigned."
491,"She's nice, understanding, and helpful. She's very smart and very knowledgable about Shakespeare. I learned so much in this class and enjoyed every minute. Go to class everyday, you'll love it. Hard work, but so worth it."
492,Ross is one of the best professors at UD. Class was only 4 papers and he gave us extensions when he could tell we were all under stress. Class discussions are incredibly interesting and you'll never watch a film the same way again.
493,Professor Arena is very passionate and very educated about what he teaches. One of the most adorable people ever. I remember this man and what I learned in his classes. I refer to him constantly in my work.
494,"He's nice at first but makes for a mess of a professor. I have never been more confused in my LIFE. I  honestly think that if I had gotten a better professor I'd probably be doing a lot better in his class right now. He does give good feedback, but only sometimes. Other times it might just confuse you even more to ask for help."
496,He is very bad teacher. You have to work very hard. Don't take this class.
497,"She is a great teacher. She make learn german fun. Grades super leniently, gives fast/detailed feedback, cares about everyone's knowledge of the course material, calling on individuals to answer questions in German, which helps greatly with the learning experience."
500,"Very smart and very fair professor, lectures make class interesting, and he is very approachable in office hours. Lectures sometimes can get boring but it is a history class."
502,"I enjoyed this class. Papers are pretty easy, and as long as you take good notes on both the books and the lectures."
503,He's a really nice guy but the way he grades homework is actually ridiculous.  He never posted grades or kept track of grades so you don't even know how to fight your grade.
504,He's a funny and sweet man but test is very hard.
505,This professor is the worst ever. Lecture is very boring because of his voice.
506,he isn't very clear on what he wants all the time so you'll need to go to office hours for a better explanation. Absolutely the worst decision I've made at UD so far was to take a class with him. Most arrogant teacher I've ever met.
508,"Worst Professor I've ever had. His accent is very thick, i could barely understand him. He does not convey the lessons well whatsoever, a thick accent definitely acts as a language barrier, and the TA's he chooses are no better."
509,"She is a good professor if you watch the lectures, do the study guides and attend the review sessions."
510,She is one of the best professors. She make the material fairly easy and understandable and really wants everyone to do well.
514,Please don�t take this class. This class is very boring. But I feel much smarter after having taken the class.
515,"Dr. Schneider really knows how to teach organic chem and make it comprehensible. If you go to class, do the problems in the book, and rewrite your notes you can definitely get an A. He's really funny also."
518,"Don't do it very horrible class. Class is boring, you really don't need to go to the lectures No one does, there not that helpful."
524,"very nice and very quiet. He speak quietly. she genuinely loves the material, and class is fun if people participate. i learned a lot in her class and was challenged, but did well."
528,"He often uses movies, art, and even music to spark class discussion, which nicely balances out the literature."
538,"This class is very boring. I sleep in class everyday. He drones on about nothing, then forgets to tell us quizzes are due on WebCT, he shows up late, and expects us to stay late because of it."
541,"He is the cutest old man ever. he is an interesting professor. If you sign up for his class, be aware that Nauen may be the assistant professor and she is extremely boring. "
542,"The professor is nice, response to emails fast, and the essays and discussion posts aren't too bad. However, her quizzes have nothing to do with the lecture material, the modules have so much in them, and the discussions are loosely based off of the content."
543,"She is economically biased in her lectures and is not clear at all especially with the exam questions she uses. This makes the class too hard for an introductory level class.  She'll also skip over major topics that are ""not important""."
544,"This guy is a great professor to have for a film class because he is just in love with the movies. Although you get to watch movies every week, this isn't an easy class. There are 3 papers that make up your entire grade, and he grades the papers extremely hard. A traditional history class is much fairer in grading."
545,Doc is so cute and passionate about hazards. This is the easiest class in the world. You gonna pull off an A regardless.
549,"Teachers were praised for being passionate about the subject and caring for their students, but their lecturing style was sometimes criticized. Some students recommend taking the class for a group requirement, while others suggest looking for older versions of exams to help with studying. Overall, the reviews offer a diverse range of experiences and opinions on the classes and teachers."
560,"He requires attendance, doesn't use Canvas, and provides little feedback on papers. Overall, some found the class to be manageable with effort, but others advise taking a different professor or avoiding the class altogether."
562,"Brueckner is described as a nice, funny, and accommodating professor who genuinely cares about his students. However, some students mention that the class can be difficult and require a lot of time and effort, and one student advises against taking Brueckner if you are a male."
564,"Many students emphasize the importance of devoting a significant amount of time to homework and seeking help from the TA and professor during office hours. Some students mention the class being curved, which may be a factor to consider. Based on the reviews, it seems that the class is doable for students who have a strong foundation in discrete mathematics and are interested in the theory, but it may not be a good fit for those who prefer a more traditional teaching style or are looking for an easy GPA booster."
567,"His teaching style and find the class challenging but worthwhile, while others feel that the class is difficult and boring, and that the TAs are doing most of the teaching. Some students also mention language barriers with the TAs, which can make it harder to understand the material. Overall, it seems that students should be prepared to put in a lot of work and possibly teach themselves some of the material, and that the quality of the class may depend on the TA they are assigned to."
568,"Some students enjoyed her lectures and found her to be engaging and informative. Others found her to be disorganized and unhelpful, especially when it came to assignments and exams. The consensus seems to be that attendance is important, but note-taking and studying from the textbook are also essential for success in her classes. Some students found her exams to be challenging, but appreciated that she offered study guides and allowed note cards during tests. Additionally, some students felt that she was a fair grader and appreciated her flexibility in scheduling."
569,"Professor Matson's exams consist of short answer questions, and some of the questions can be answered by material from lectures. The readings from her online textbook may be helpful but not necessary. Overall, it seems that students who put in effort and attend lectures may be able to do well in the class. However, those who are looking for a more engaging history class may not find this course to their liking."
570,"Students consistently mention that the class is easy, often with only a few papers and discussions required. However, some students also mention that the professor's disorganization can be frustrating and make it difficult to follow the syllabus. It's also noted that attendance may not be strictly enforced, but it's unclear if this will affect grades. Overall, it seems like this professor may be a good choice if you're looking for an easy class, but be prepared for a potentially disorganized experience."
571,"The labs were challenging but that the TAs were helpful in providing partial credit. There were also comments about the professor being unorganized or unapproachable, but some students appreciated his teaching style. Overall, it seems like the class might require a lot of self-study, and success may depend on individual strengths and resources, such as having access to helpful TAs or classmates."
572,"There are only two exams and a research paper, which make up the bulk of the grade, and that it can be difficult to determine what is important from the lectures. Some students recommend doing the extra credit and reading the assigned books, while others feel that the exams are confusing and impossible to pass. Some students find Professor Roe to be disorganized and hard to follow, while others appreciate his enthusiasm for the subject. Overall, it seems that taking Professor Roe's class is a risky proposition, with some students enjoying it and others struggling to keep up."
573,"The class may be best suited for students who are interested in the subject matter and are willing to put in effort to keep up with the weekly readings and assignments. Attendance is mandatory, and the professor expects students to use examples from the books in their essays. It's also worth noting that some students find the professor's personality and teaching style to be eccentric or off-putting."
574,"The exams challenging and needed significant studying to pass. However, he is known to curve grades, and some students appreciated the opportunity for extra credit. Some also found his lectures boring, but others enjoyed his humor and willingness to answer questions. Overall, it seems that students who put in the effort to attend lectures, take notes, and study diligently can do well in his classes."
575,"Some students find him to be a good professor, while others find him difficult to work with. Some students also found the course content to be interesting, while others found it to be difficult and disorganized. It seems that the exams are the main source of grading, and some students feel that they are difficult and based on obscure facts. Overall, it may be a good idea to gather more information about the course and Professor Grubb before deciding whether or not to take his class."
576,"The courses require a significant amount of reading and memorization, and the exams are challenging. Some students feel that Professor Sidebotham's grading is tough and that he can be disorganized, condescending, or too detail-oriented. Attendance is not mandatory, but students who skip classes tend to do worse. Overall, the courses seem to be interesting and informative, but they require effort and dedication."
577,"Dr. Miller is a knowledgeable and caring professor who assigns a moderate workload. Her exams may be tricky but doable, and attendance is mandatory. She also seems to be a fair grader who gives good feedback. Some students find her lectures to be boring or the material to be heavy, but others find the material interesting and engaging. Overall, it seems like students who put in effort and participate in class should do well in her courses."
578,"Professor Heyrman's class is quite challenging, with a heavy emphasis on pop quizzes and a few long papers that make up the majority of the grade. The class is discussion-based, with lots of required readings. Some students find Professor Heyrman to be knowledgeable and helpful, while others feel she is dismissive and uninterested in helping students. Attendance is recommended, as is active participation in class discussions."
579,"He's generally nice enough, but the music he picks tends to be really boring or just does not sound good. Great musical exposure but little to learn from this stubborn man. He's boring. Dr. McClure is just insanely nice.  He doesn't yell or get angry in lessons"
580,"Boring and totally absolutely arrogant. Hard but knows what he is doing, tests are way too hard. WAY TOO MUCH HOMEWORK. ridiculous workload talks slow sometimes, knows a lot, tests are really hard Teaches well but straight from the notes."
582,"You have to teach yourself everything Very difficult. Extremely hard tests. Expects unrealistic amount of time for this class. Exams are difficult. If you're looking for an easy course, this isn't it. Worst professor I have ever taken. Final project is way too advanced."
583,"His lectures are aimless and unclear a lot of times. lectures were boring. his lecture leaves more to be desired. Lectures are unfortunately boring, but he's definitely knowledgeable and intelligent. really, really, really boring. but an easy grader.  class is boring but he's a fair grader and knows what he's talking about. the class is on the boring side, but I found him to be a fair grader."
586,"Great Professor and an easy A. this class is super easy. choose an open or opening syllabus. Class structure is neat but confusing as students have the choice to make their own syllabus. Main project is very confusing though. Good teacher, bad class. Didn't really learn anything in this class"
587,"Satoshi is not a bad professor. Probably the best one to take this class with. Best professor for senior seminar! Good teacher and good person. He is the best professor for this class. He is definitely the best prof for this class. Great professor. He keeps class fun and interesting, and is easy to understand."
588,"his tests are insanely hard. One of the hardest classes you'll ever take. The subject material is broad and involved, so the class is necessarily tough.Subject and exams very hard.  Hard homeworks, impossible exams, sizeable curve. Very difficult.his lectures go very deep very quick"
589,Dr. Gao is very knowledgeable. Communication skills need improving. A great person. Material learned in class is very theoretical and can be interesting. Difficult topics. You can tell he really knows his stuff though.
590,"really knew what he was talking about. Brilliant, charismatic and earnestly wants his students to learn all that he has to offer. Great teacher. He will go above and beyond! He's a very nice guy and is always willing to help. it was one of my favorite classes. GREAT PROF! "
591,"I absolutely loved having him as a professor. He was honestly a great teacher. Will assign homework and wont grade it for mistakes. He knows a lot about what he teaches and loves what he does.was very helpful, made sure you understood everything"
592,This professor is absolutely terrible. Is OBSESSED with being addressed as Dr or Professor. DO NOT TAKE HIS CLASS. He was extremely difficult and unhelpful. Most brutal professor I've ever had. He grades the paper components really tough. 
593,"She is such a great person and she has so much great advice! very good instructor. do your work and you will do great in her class. She is extremely funny and helpful. She is one of the best teachers I have ever had. She is a great teacher, and really makes class as interesting as she can. "
594,"Scott is just TERRIBLE. Grades tough, poor communication. Speaking up and participating are the key's to passing his class. Worst teacher I have EVER had. very unhelpful, didn't answer emails, seemed to want unrealistic results. He doesn't help you very often. Very unorganized"
595,This professor is very passionate about the subject and his lectures are very interesting and informative. great professor! He is extremely helpful. By far the most knowledgeable professor at grcc. Knows what hes talking about.  he's VERY informative.
596,"very straight forward about his assignments. A SUPER easy grader. had a strong accent. very informative. Amazing professor. Just be prepared to read a lot, write a lot, and sit in a long lecture. He was a good professor but has a heavy accent. Just read the book, take notes"
597,"If you like reading and discussing what you read, this class is for you. Paasche is a good professor. Easy A. relatively easy grader. Class is pretty straight forward. A lot of reading. participate in class activities. Very knowledgeable."
598,"it's a tough class. This class was the hardest class that I have taken. Tough grader but not terrible. He's a tougher grader for papers. super clear on what to do to achieve an A in his class. Lots of reading but the tests, essays and quizzes are all reasonable. the grading criteria was straightforward and consistent."
600,Tests are way too hard. The classes were boring. Exams are confusing and a few questions were incomprehensible on each one. the class gets really boring. Very nice guy. This class overall was a good experience. Enjoyable class! Do the extra credit and read the material.
601,Avoid. A little too harsh. She is tough on your writing. she may come off as blunt or crass when she is being honest about your work. she only cares that you improve throughout the end of the semester. She doesn't assign a research paper. 
602,Exams are hard. He also has a weird grading system. This was by far the hardest class I've taken. he lectures for an hour with no powerpoint. Not an easy A class. You definitely have to work hard in his classes. His exams are tough though. 
603,Horrible experience. You have to work hard for your grade. He does not care about his students and is very bad at explaining things. He is so boring in lecture.  Exams are hard. He did not prepare us for the exams at all. Reading is crucial and the tests are extremely difficult. The material is pretty boring. He is monotone. Didn't learn much. 
604,goes over lots of things in class. Exams are long and hard to do with time constraint. if you want a good grade you can't skip lectures. Your whole grade is composed of your test and quiz grades. The tests are graded on a curve
608,Explains everything well. learnt a lot about OS. His practice exams are nothing like the real exams. His lectures are boring. The project (bittorrent client) is pretty tough. The information that he tests you on is pure memorization
611,"She provides excellent lectures. she grades tough. She gives the most passionate lectures. Good Teacher, But hard Grader"
612,His grading was extremely arbitrary and inconsistent. He's a funny character but easy to like. Provided a good understanding of intro macro. Presents the material in a fairly clear manner and with a good sense of humor.
613,"Probably the worst professor I've ever had. He doesn't verbalize expectations. this class is hard. His exams are hard. The in-box memos can be hard. He does grade on length, which is stupid."
614,"He is very caring and understanding. He's such a fun lecturer. The tests often felt disconnected from the lectures. He's a tough grade, and strict on late grades, but he gives great feedback. The class difficulty was as expected. He makes history so interesting and he is very caring."
615,"Difficult course. Tests are very difficult and very tricky. He is funny, interesting, very smart, and he WILL HELP YOU OUT. Exams are difficult. His love for teaching and passion to truly see kids succeed will blow you away. He throughly explains what you need to know. His curves are great and he wants to help his students get A's."
617,"Very Helpful. Great Teacher, Excellent. The tests were hard! He has a very thick accent and is hard to understand. Teaches very fast paced. He is kind of hard to get a hold of outside of class. "
619,"Quiz questions are easy. Class is not easy, he expects a lot out of his students! Great guy! You definitly have to go to the study sessions. The tests are difficult. long lectures, but you can learn something from this course."
626,"knows what he is teaching, but his lectures are very boring. He makes no sense in lectures. The material was interesting and he did know what he was talking about. You do have to put in the work "
627,Avoid this professor at all costs. Lectures are very boring. the concepts are hard to understand and the exams are difficult. Her notes and class is as confusing. A lot of busy work and you have to teach yourself most of the material.
628,He is extremely knowledgeable on the subject that he teaches. His lectures are dry and it can be boring. Rambles a lot. a lot of the lectures follow the readings. Lectures are unstructured and insubstantive. The midterm was rough.
634,"The content is rather bland. He expects you to know everything in the textbook without saying that at the beginning of class. Attending lecture is CRITICAL to passing this class. Harsh grader, and poor assignment explanations. his lectures are incredibly boring."
636,"He can be hard to understand at some points, but he seems to know what he is talking about and is good at teaching the information. Sit close to the front as he is soft spoken. The lab assignments are easy. Projects are mostly incomprehensible."
647,Shes very nice. Awesome teacher wish she taught more classes!
649,"Hard but honest. Excellent teacher. You will learn something from this class. it was a lot of work, but not difficult. though with lots of homework. She only goes over the homework problems. "
650,This was so boring. He is soft talker and you literally cannot hear his lectures. He uses book questions for the exams so they are really specific and pretty difficult. There are a few small assignments during the semester. Has trouble conveying his knowledge to students.
651,His test isn't too bad as long as you study the old exam he gave to you. Buck is a very boring teacher. Class is not hard. He gives such a huge curve.  He does not explain the material at all.
662,"Jerome was boring, but easy. Tests are tricky but if you read, go to class, and study you'll be fine.  His tests are all trick questions. Very strict, but conveys material very clearly. If you pay attention, you'll do fine."
664,"He is an all around great guy. Grades papers pretty rigorously. Bad jokes, boring lectures. Not organized, but he's a very smart man. I think he grades fairly, but gives homework and tests that are SUPER hard."
665,"the most entertaining professor I've ever had. this class was really challenging but in a good, intellectual way. Made me love learning about religion. "
666,"Lectures are boring, long. He is disorganized. is unresponsive to questions and leaves it to his TAs to both actually teach in discussions and grade our exams. Professor Green is the most unorganized Professor Ive ever had. his power point slides are extremely disorganized."
668,"Dr. Karplus curves the class generously only because of horrendous exam scores. his lectures and slides are not well organized. Only grades on quizzes and exams. Extremely tough grader, and unhelpful in office hours. Really knows his biochem! he looks for a VERY specific answer."
670,His tests are hard. You won't learn anything in class you wouldn't be better off getting online. the questions are nothing like the homework. Unclear explanations and poor teaching run rampant. his lectures were sometimes difficult to comprehend. Very unclear in his explainations of concepts.
672,"He is so boring. Doesn't return papers, grades are not given untill the end. clear lecture notes, hard tests, get retake for each test"
673,"He's very chill and laid back, although his voice is soft and put me to sleep. This professor is easing going. you can ask any question and get and answer. He's incredibly knowledgeable about Shakespeare. Tests are a little hard. The class is SO boring."
679,"one of the hardest teachers I have ever had.  Read everything and NEVER miss class. He seemed very thorough with his instructions, and very detailed. Tests are hard. he is unorganized, late. Notes are extremely important.His course is tough - he expects you to study hard and learn the material covered."
680,he is unorganized and can be hard to follow along. he is kinda hard to understand. The exams are pretty difficult and his questions are vague. Class is all presentations. material not covered to be on exams.
681,Extremely boring. The subject is tough and she just seems to make it tougher. She was disorganized and unwilling to discuss topics that she was unable to articulate in lectures.  classes during undergrad.  She was disorganized and unwilling to discuss topics that she was unable to articulate in lectures. Tests were not hard. Very boring. 
